,name,rating,reviews,Company_type,Head_quater,highly_rated,critically_rated
1207,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1208,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1209,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1210,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1211,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1212,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1213,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1214,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1215,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1216,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1217,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1218,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1219,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1220,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1221,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1222,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1223,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1224,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1225,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1226,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1227,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1228,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1229,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1230,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1231,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1232,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1233,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1234,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1235,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1236,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1237,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1238,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1239,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1240,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1241,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1242,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1243,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1244,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1245,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1246,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1247,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1248,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1249,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1250,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1251,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1252,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1253,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1254,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1255,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1256,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1257,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1258,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1259,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1260,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1261,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1262,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1263,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1264,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1265,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1266,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1267,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1268,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1269,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1270,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1271,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1272,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1273,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1274,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1275,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1276,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1277,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1278,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1279,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1280,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1281,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1282,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1283,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1284,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1285,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1286,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1287,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1288,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1289,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1290,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1291,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1292,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1293,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1294,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1295,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1296,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1297,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1298,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1299,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1300,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1301,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1302,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1303,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1304,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1305,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1306,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1307,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1308,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1309,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1310,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1311,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1312,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1313,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1314,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1315,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1316,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1317,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1318,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1319,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1320,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1321,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1322,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1323,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1324,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1325,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1326,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1327,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1328,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1329,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1330,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1331,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1332,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1333,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1334,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1335,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1336,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1337,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1338,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1339,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1340,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1341,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1342,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1343,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1344,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1345,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1346,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1347,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1348,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1349,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1350,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1351,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
1352,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
1353,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
1354,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
1355,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
1356,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
1357,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
1358,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1359,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
1360,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
1361,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1362,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1363,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1364,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
1365,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
1366,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
1367,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1368,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
1369,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
1370,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
1371,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
